"id","sku","ean","category_ids","attribute_set_id","name","description","brand","attributes","images","approval_status","rejection_reasons","sending_blocked_by_reasons","published_by_altex"
"684731d0930be772537e950e","684A92E70FE5B","[""8682241216772""]","[1492]",331,"GEL DE DUS  LE JARDIN ORHIDEE ATX","Sapunul lichid Pure Premium Green Care este conceput special pentru a curata delicat si a proteja pielea. Formula sa bogata in extract de aloe vera, avocado si salvie este ideala pentru piele normala, ajuta la protectia acesteia, oferind o senzatie de prospetime si confort dupa fiecare utilizare. Pentru utilizare, aplicati o cantitate mica de sapun in palmele umede, spalati bine mainile, apoi clatiti cu apa curata. Pastrati produsul intr-un loc uscat si racoros, ferit de accesul copiilor nesupravegheati.","DUJARDIN","{""brand"":""316099"",""cantitate_text_global"":""1"",""cosmetice_acoperire_textura"":42757,""cosmetice_beneficii"":[""35913"",""35920""],""cosmetice_gama"":35145,""cosmetice_gel_sampon_cantitate_int"":36092,""cosmetice_tip_produs"":36088,""cosmetice_utilizare"":35138,""price_factor"":0,""price_unit"":""""}","{""0"":""https://mkp-stage.altex.ro/uploads/documents/product-image/592/590c93e82475d9e35b3f18ccfe3ea6df85b300debbb.jpg"",""main"":""https://mkp-stage.altex.ro/uploads/documents/product-image/592/f24171ea40b2e2f8c353edab65e18312302d40ecaaa.jpg""}",1,"[]","[]","{""status"":false}"
