"id","sku","ean","name","description","brand","approval_status","rejection_reasons","sending_blocked_by_reasons","published_by_altex"
"684731d0930be772537e950e","684A92E70FE5B","[""8682241216772""]","GEL DE DUS  LE JARDIN ORHIDEE ATX","Sapunul lichid Pure Premium Green Care este conceput special pentru a curata delicat si a proteja pielea. Formula sa bogata in extract de aloe vera, avocado si salvie este ideala pentru piele normala, ajuta la protectia acesteia, oferind o senzatie d...","DUJARDIN",1,"[]","[]","{""status"":false}"
"684732fb5fd5a44a10754901","684A92E830DD4","[""8690529009619""]","SAPUN LICHID LE JARDIN ORHIDEE ATX","Cu sapunul lichid pentru maini Dalan Le Jardin, aroma de orhidee si crin, veti descoperi armonia magnifica a naturii in fiecare nota a parfumului special al acestuia, conceput de parfumieri francezi. Formula sa cu glicerina naturala, extracte natural...","DUJARDIN",1,"[]","[]","{""status"":false}"
"684733f4907cd317215175f4","684A92E910526","[""8690529009596""]","SAPUN LICHID LE JARDIN FREZIE ATX","Cu sapunul lichid pentru maini Dalan Le Jardin, aroma de frezie si mazare dulce, veti descoperi armonia magnifica a naturii in fiecare nota a parfumului special al acestuia, conceput de parfumieri francezi. Formula sa cu glicerina naturala, extracte ...","DUJARDIN",1,"[]","[]","{""status"":false}"
"684ec76e78f52c3b844dcde2","684FACE79C8D1","[""4246876164279""]","Vehicul pentru copii 1.0","Masinuta de plimbare, Dinozaur Cozy Coupe, Little Tikes. Porniti intr-o noua plimbare cu Masinuta Dinozaur Cozy Coupe de la Little Tikes! Timp de generatii, copii au  ales aventurile si calatoriile pline de imaginatie alaturi de masinutele Little Tik...","1800 CRISTALINO",0,"[]","[]","{""status"":false}"
"684ec9ac3f55b759ff3ffe8c","684FACE9141DC","[""3826352964893""]","Vehicul pentru copii 2.0","Babytaxiul pentru copii este imitatia unei masini de lux, care  straluceste intr-un design unic de care copilasul dumneavoastra se va indragosti la prima  vedere. Babytaxiul este potrivit pentru varstele 1-5 ani, dar va cuceri mai ales atentia  baiet...","1800 CRISTALINO",0,"[]","[]","{""status"":false}"
"684ece134e36b0277a100b53","684FACEA1E84F","[""7499950261204""]","Vehicul pentru copii 1.0","Masinuta de plimbare, Dinozaur Cozy Coupe, Little Tikes. Porniti intr-o noua plimbare cu Masinuta Dinozaur Cozy Coupe de la Little Tikes! Timp de generatii, copii au  ales aventurile si calatoriile pline de imaginatie alaturi de masinutele Little Tik...","1800 CRISTALINO",0,"[]","[]","{""status"":false}"
"684ece1578f52c3b844dcde3","684FACEB5625B","[""7499950276376""]","Vehicul pentru copii 2.0","Babytaxiul pentru copii este imitatia unei masini de lux, care  straluceste intr-un design unic de care copilasul dumneavoastra se va indragosti la prima  vedere. Babytaxiul este potrivit pentru varstele 1-5 ani, dar va cuceri mai ales atentia  baiet...","1800 CRISTALINO",0,"[]","[]","{""status"":false}"
